,tweet,Label,💕,🥺,😂,😭,😍,💙,🙏,👌,👍,👏,🤦,♥️,✨,🏆,🥇,🎉,🌹,🌺,🌷,🦋,💐,🔥,🌚,🚨,🌙,🌞,☕,🔪,🎂,🍓,🥂,👑,💎,🎶,💡,🎵,🔴,🚫,🔵,❌,✅,🇸🇦,🇪🇬,🇵🇸,🇫🇷,🇷🇺,💪,⚽,🌻,🌈
9532,ـ الخميس .. 3 مارس ـ الدوري السعودي للمحترفين ـ⚽ #الهلال x النصر  ـ 9:00 PM ـ مرسول بارك ـ SSC SPORT ـ فهد العتيبي https://t.co/YmWg8LvMBv,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9533,⚽ تحت قيادة #أسامة_نبيه.. #الزمالك يواجه #فيوتشر بحثًا عن فوز غائب منذ 32 يومـًا أخر فوز للزمالك في جميع المسابقات كان أمام سيراميكا يوم 28 يناير الماضي. https://t.co/YmtynRdlvs,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9534,يتمنى تحقيقه ولو لمرة واحدة! #محمد_النني يكشف عن حلمه قبل اعتزال كرة القدم ⚽  https://t.co/hdT3jWa8CH #البيان_الرياضي,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9535,جماهير #زعيم_الجنوب ننتظركم  الان تذاكر #ابها_الطائي ️ جوائز وزارة الرياضة ⚽ امسح الكود أو أضغط على الرابط https://t.co/Eof1ImjED9 https://t.co/XXFNqhw1Vm,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9536,تشاهدون الليلة 11 مساءً برنامج #ملعب_SBC على @SBC_Channel مع خالد الشنيف وضيوفه محسن الحارثي، أحمد عطيف، يوسف المناعي. برنامج لـ #أهل_اللعبة ⚽ @k_alshenaif https://t.co/AOlZkU5h2Z,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9537,مباريات اليوم⚽ مباراة وحيدة بالدوري المصري صلاح مع ليفربول في كأس الاتحاد https://t.co/gpsUQtpA9a,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9538,ناصر الخوري @alkhori مدير إدارة البرامج ‍ في الجيل المبهر ⚽ @GA4good: كرة القدم قوة إيجابية مؤثرة تسهم في ️ تحسين حياة الأفراد والمجتمعات  https://t.co/aYyfNFalMG,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9539,ديربي ميلان يومًا ما ⚽ https://t.co/wEnP6FY5Ou,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9540,رسمياً - نادي الخمس الليبي يتعاقد مع أحمد حسن مكي قادماً من نادي المقاولون العرب. ⚽️ https://t.co/sOMClUm7PJ,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9541,تذاكر الهلال والنصر ⚽ لتواصل واتساب,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9542,مجدي عبد الغني يكشف كواليس إنتقال أبو جبل إلى النصر السعودي ⚽ https://t.co/R40bCwtpxx,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9543,تصريحات موسيماني وسامي قمصان بعد الفوز الكبير للأهلي على فاركو ⚽ https://t.co/OxK5gamX8w,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9544,محمد ربيع : ''لاعبي الزمالك اشتكو كثيراً من كارتيرون .. والانتصارات كانت بمجهود فردي للاعبين فقط !'' ⚽ https://t.co/LxvLljNph6,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9545,️ مباريات اليوم من الجولة الـ26 ⚽ #دوري_يلو | #FDL https://t.co/8tML7dEaaK,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9546,لابا كودجو مهاجم #العين كان على الموعد مع زيارة الشباك مجدداً خلال شهر فبراير في #دوري_أدنوك_للمحترفين ⚽ هل تتذكرون كم هدفاً سجل خلال ذلك الشهر  https://t.co/dAI5iRR0JQ,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9547,كيف ستكون ردة فعلك عندما يُعلن بشكل رسمي أن الإتحاد بطلآ لدوري الأمير محمد بن سلمان  أتحفوونا يا جمهور الدهب ⚽ https://t.co/f9sj4ILyyn,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9548,#الزمالك بثوبه الجديد القديم يواجه #فيوتشر في الثامنة مساء اليوم الأربعاء فهل تكون مباراة المصالحة مع عشاق مدرسة الفن والهندسة في كل مكان ⚽ #الدوري_المصري,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9549,@abd_hfc1 كورنادو 3 اهداف⚽ بيريرا 7 كروت,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9550,ان شاء الله الفوز من حليف الزعيم ⚽#الهلال_النصر https://t.co/CfbN8PQhtK,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9551,المنافسة تشتعل بين #ريال_مدريد و #مانشستر_سيتي على التعاقد مع ايرلينج #هالاند ⚽ #الدوري_الانجليزي https://t.co/PXf6QTIQMR,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9552,"""تتوفر تذاكر ""الهلال"" و""النصر"" ""النهائي السعودي ⚽ ""لتواصل من خلال الرابط في البايو  #الهلال_والنصر",⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9553,نصنع الفرق نتحدى أنفسنا ⚽‍️‍️ #وقبتنا #شوية_رياضة #اليوم_الخليجي_للموهبة_والإبداع https://t.co/45bj9FVcpd,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9554,| دوري نجوم QNB - الأسبوع 21 ⚽ | الدحيل أم صلال ️ | الأربعاء، 2 مارس 2022 | 4:50 مساءً بتوقيت الدوحة | استاد ثاني بن جاسم - نادي الغرافة | الكأس one ️ | منتصر الأزهري @monti_122 | قناة beIN SPORTS ️ | أحمد البلوشي @ahmed_balushi1 #دوري_نجوم_QNB https://t.co/g4ywvS2sXE,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9555,⚽ مباريات الجولة 23 من الدوري السعودي  الخميس 3 مارس √ الاتحاد×ضمك √ النصر×الهلال  الجمعة 4 مارس √ ابها×الطائي √ التعاون×الفتح √ الاتفاق×الأهلي  السبت 5 مارس √ الفيصلي×الحزم √ الرائد×الفيحاء √ الشباب×الباطن,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9556,@alimoeed374 صندوق التحدي مين يفوز فريقه ياخذ صندوق بببسي ⚽,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9557,"""تتوفر تذاكر الهلال والنصر ""النهائي السعودي ⚽ ""لتواصل واتساب",⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9558,◦نتائج مباريات أمس من بطولة امريكا الجنوبية تحت 17 سنة للسيدات - أوروجواي 2022! ⚽‍️ الإكوادور 0-1 تشيلي اوروغواي 2-0 بيرو,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9559,الحنفي يدير لقاء الزمالك وفيوتشر ⚽ https://t.co/I64QZTaQ6l,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9560,"احجز تذكرتك الان لفريقك المفضل  ""الهلال"" ""النصر"" ""تذاكر"" ⚽ التواصل من خلال الرابط في البايو",⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9561,لا ليا نصيب ف عيشه ولا ليا نصيب ف الفرحة ولا ليا نصيب ف شبابي ولا ليا نصيب ف جنيه ولا ليا نصيب ف هوايتي اللي بحبها⚽ ولا ليا نصيب ف شغلانة ولا ليا نصيب ف تعليم عالدوغري أنا جضيت من نفسي وحياتي وعاوز أنتحرر..,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9562,@ommr_i حياك الله ،  تقدر تصدر بطاقة المسافر وبكل سهولة بالتطبيق ، حتى تضمن دخولك بالسحب على تذاكر المباراه ⚽ ، ولو إحتجت الخطوات شرفنا بزيارة ️  https://t.co/qqKxOyjGME,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9563,@Ahmedom94709368 ⚽وطرد,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9564,⚽⚽⚽ *الفيفا :* *أبعاد روسيا من كاس العالم* *بوتين :* *اصلا لن يكون هنالك عالم.* *الكتراااابة* الزول دا ما نصيح ولا شنو ربنا يكفينا شرو,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9565,@ommr_i حياك الله ،  تقدر تصدر بطاقة المسافر وبكل سهولة بالتطبيق ، حتى تضمن دخولك بالسحب على تذاكر المباراه ⚽ ، ولو إحتجت الخطوات شرفنا بزيارة ️ https://t.co/qqKxOyjGME,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9566,بعد فوز @AlAhly علي فاركو بي 4هيك الاهلي اكمل الشرع 4 ندخل علي الخلفه ونخلف هيك ⚽⚽⚽⚽⚽ وا⚽⚽⚽⚽⚽⚽,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9567,"تذاكر مباراة الهلال و النصر ...⚽ ""الهلال""""النصر"" التواصل واتساب #البزنس87 #الهلال",⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9568,90' الثاني ليستر في بيرنلي هدف ⚽ - فاردي أسيست ️ - بارنس,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9569,مانشستر سيتي يتأهل إلى ربع نهائي كأس الإتحاد الإنجليزي بعد انتصاره على بيتربورو يونايتد بهدفين دون رد ⚽ https://t.co/myjxD47K85,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9570,مانشستر سيتي يتأهل إلى ربع نهائي كأس الإتحاد الإنجليزي بعد الفوز علي فريق بيتربوروه بنتيجة 2-0 رياض محرز ⚽ جاك جريليش ⚽ https://t.co/QdhdKyTSTp,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9571,مانشستر سيتي يفوز على بيتربوروه 2/0 في الدور الخامس من كأس الاتحاد الإنجليزي.  سجل للسيتي:  60: رياض محرز. ⚽ 67: جاك غريليش. ⚽ https://t.co/Z9CghnF3cW,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9572,#غريليش سجل أول هدف له في كأس الاتحاد الإنجليزي ⚽ https://t.co/VZglgzHBbQ,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9573,ماتش برشلونه اللي جاي امتي وحشتني اللعيبة وتشافي ⚽ #برشلونة @fcbarcelona_ara https://t.co/sj1BVsQ2Sq,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9574,انطلقت المباراة #الريان_نادي_قطر ⚽ الأسبوع ٢١ | #دوري_نجوم_QNB,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9575,⚽ | #دوري_نجوم_QNB | حالياً على الكاس One : مباراة #الريان VS #نادي_قطر لحساب الجولة الـ 21 #قنوات_الكاس https://t.co/uM7reHnzny,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9576,93:20 ️ المشهد الأكثر إثارة في تاريخ البريميرليج ⚽ هل تتذكر تعليق فارس عوض؟  https://t.co/HdLsAaSplP,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9577,: يوم المباراة ⚽: الدور الخامس من كأس الاتحاد - #FACup ️: يحل توتنهام ضيفًا على ميدلزبره. : العاشرة إلا خمسة بتوقيت القاهرة - مصر #COYS #THFC #EmiratesFACup https://t.co/QkuFPoaKwq,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9578,الآن : ⚽ شباب الأهلي x الوحدة  كأس رابطة المحترفين https://t.co/SqmDwXbcQS,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9579,الحكم يطلق صافرة بداية المباراة⚽ @Shabab_AlAhliFC  @AlWahdaFCC #شباب_الأهلي #كأس_رابطة_المحترفين https://t.co/qMc1CnEY7U,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9580,بيراميدز يتقدم بطلب استضافة وتنظيم نهائي الكونفدرالية على ملعب الدفاع الجوي . ⚽ https://t.co/EQmbpitlqV,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9581,كبيران في هجوم قطبي ميلان ⚽ لاوتارو مارتينيز أوليفيه جيرو من سيكون حاسمًا الليلة في ديربي ميلان؟  https://t.co/ZcPrjml7LJ,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9582,⚽ #نبيه يوجه تعليمات خاصة للاعبي #الزمالك قبل مواجهة #فيوتشر https://t.co/po5nSPpPsT https://t.co/eX1Oe074hO,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9583,لعشاق الساحة المستديرة ⚽ سافر مع صفا إلى مدريد واحضر مباراة ريال مدريد و باريس سان جيرمان في رحلة سياحية مميزة لمدة 7 أيام شاملة الطيران والإقامة ️ *نوفر حجز تذكرة المباراة اتصل الآن 1800089  https://t.co/hNz3iVOgeu,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9584,عودة إلى الوراء عندما لعب السير أليكس فيرجسون بسبعة مدافعين في الخط الخلفي لفريقه مانشستر يونايتد ضد آرسنال  وفاز في هذا اللقاء بهدفين نظيفين ⚽⚽ https://t.co/06PsSlPlWK,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9585,قائمة اللاعبين الأكثر تسجيلاً لركلات الجزاء في دورينا خلال الجولات الـ22 الماضية ⚽. https://t.co/jy5zbB1pcp,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9586,⚽ الأرجنتيني فيتور أهدى فريقه #ضمك انتصارين متتاليين على (أبها و الرائد). ضربتين حرة فيها هز للشباك ونقاط  #دوري_كأس_الأمير_محمد_بن_سلمان  https://t.co/UmkALZrxqW,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9587,خلاصه نادي الوحده هذا الموسم عندما يقرر ان يسجل ⚽ في اي وقت يسجل https://t.co/UGFugTGAkJ,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9588,"الديربي الأشهر في التاريخ هذه المرة في نصف نهائي كوبا إيطاليا علي أبو ظبي المفتوحة اليوم الساعة 23:00 بتوقيت مكة بتعليق فارس عوض""⚽ https://t.co/ccwSWryC4v",⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9589,من تدريبات اليوم ⚽ https://t.co/vUqdUhajZR,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9590,️ أحمد مرتضى منصور لـ #ملعب_البلدوزر : ما قيل عن المديونيات ليس حقيقي، تم تضخيم المبالغ لأسباب معينة..لا نُعاني من أزمات مالية، لدينا تدفقات مالية جيدة تمكننا من الإيفاء بالتزاماتنا. ⚽ https://t.co/toCtbz2iQk,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9591,#ديربي_ميلانو ومواجهتان قويتان بـ #كأس_الخليج_العربي ️ تعرف على #موعد_مباريات_اليوم ⚽  https://t.co/wXPLuGTHXB #البيان_الرياضي,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9592,قمة جنة كرة القدم ⚽ ديربي ميلان الليلة كمشجع .. أي فريق تميل له أكثر؟  https://t.co/cUzyLbMkk4,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9593,"متوفر تذاكر مباراه⚽ ""النصر"" ""الهلال"" للتواصل واتساب  #الحرب_العالمية_الثالثة #كأس_السعودية",⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9594,بسبب مستوى محمد شريف .. كوكا يقترب من العوده لمنتخب مصر أمام السنغال ⚽ https://t.co/h2ijNJ0Ffj,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9595,حمادة أنور :''مصر قادرة على تخطي السنغال .. والاداء في الدوري عكس المنتخب .. ومحمد هاني الأقرب للانضمام''. ⚽ https://t.co/jj0462LjWh,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9596,️ مباريات اليوم من الجولة الـ26 ⚽ #دوري_يلو | #FDL https://t.co/CkQpDAbpuh,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9597,والله الكورة ليس لها أمان ⁦⚽⁦️⁩⁦️⁩,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9598,⚽ الاتحاد الدولي لكرة القدم FIFA والاتحاد الأوروبي لكرة القدم UEFA يمنعان أندية ومنتخبات روسيا من المشاركة في البطولات الأوروبية والعالمية بما فيهم كأس العالم القادم.,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9599,⚽ #متداول: من المقاطع الجميلة المتداولة هذا اليوم لهطول أمطار الخير على ولاية دما والطائيين بمحافظة شمال الشرقية. https://t.co/LNYsW9OpXG,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9600,بعد تسجيله في مرمي المحلة.. مروان حمدي لاعب سموحة يتصدر قائمة هدافين الدوري المصري برصيد 6 أهداف. ⚽ #هيدو https://t.co/Ww2sLTBGpo,⚽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9601,@AhmedAl_shaer مساء النور والسرور 🌻,🌻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9602,لا تبخل على أمك بشيء بتاتاً.. وتذكر أنه قطع حبلك السري لحظة خروجك للدنيا وبقي أثره في جسدك ليذكرك دائمًا بإنسانة عظيمة كانت تغذيك من جسدها🌻 غفر لأمهاتنا أحياءاً وأمواتاً,🌻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
